ID_code,target,var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47
train_2688,1,11.2726,4,8.225,10.1437,11.948285151653566,-8.8913,3.3893,17.2922,4.5772,5.6498,-1.5925,-4.490486990815677,13.8398,12.4702,10.2048,14.6711,9.6557,-16.9649,31.1569,3.2783,9.5094,4,6.5253,3.247,5.9562,14.1357,-5.1284,0,4.9052,3.9952,-2.5837,9.4135,-3.5579,8.9948,12.126209668751812,4,4.7452,2.3257,6.4632,1.8358,-15.0931,6.1479,11.4147,11.2365,3.7913,-10.4684,14.7849,-28.9401
train_2689,0,15.5523,2,12.6206,6.987,9.325201131055497,4.672,4.4973,14.4839,7.1417,9.11,-6.1755,-0.3253914280755552,13.7534,8.3194,8.3549,14.1413,10.727,5.7716,9.5782,3.4713,2.5203,2,4.1413,2.9949,12.4691,13.8836,-13.1305,1,5.7546,4.184,-20.7974,10.5178,0.6168,17.4062,11.478113282284609,2,-0.9799,6.0588,14.1619,1.2297,-13.8213,5.0346,10.5626,11.6002,6.9383,6.4038,9.4947,-18.0459
train_2690,0,12.7217,1,12.1201,6.6434,8.638798875326351,-18.28,4.6241,20.0598,-1.661,8.0542,5.7952,-3.1953035908837624,13.5549,6.6724,5.5162,14.9696,12.1645,4.1434,30.9085,1.253,14.0079,4,3.4321,3.1669,5.6646,13.6701,-0.7855,2,6.4473,3.6608,-17.0398,14.735,-3.31,22.2379,11.842821833180336,0,6.3759,0.0904,4.7039,-3.8261,3.1013,14.2988,10.7267,11.3246,8.8406,5.5335,12.9771,-0.8884
train_2691,0,9.6429,2,8.5742,7.6002,8.587745039521453,-8.554,4.9807,10.1527,2.3505,9.2775,-4.9936,-14.617947137369972,13.8411,-1.9092,5.0697,15.1599,8.5424,-5.1467,24.9081,11.9054,13.1304,2,1.2511,2.8063,7.1893,13.8683,-0.2687,1,7.0427,1.0674,-1.3932,8.632,3.7258,10.5015,12.30960500172737,3,1.2428,4.7799,14.9065,-1.584,-14.1663,19.1893,11.0317,11.2367,6.5482,-27.4246,15.182,2.656
train_2692,0,6.3635,2,12.8598,3.8531,12.5916,2.3794,5.3137,16.3955,-2.5443,5.9153,12.5127,5.151692874238908,14.2275,10.4286,6.8147,14.361,7.2343,-6.7121,21.2088,18.0366,6.3711,4,9.792,3.9329,9.1041,13.4196,-13.8672,4,4.6515,1.8749,-18.3482,10.2429,1.2865,9.8386,11.409917183497745,4,0.0023,3.6931,14.6386,-2.4326,-9.1749,7.7295,11.5817,11.3316,12.7326,-39.2887,12.8099,-25.9784
train_2693,0,6.6293,4,13.8178,5.6144,8.249718496074138,-2.1516,4.8277,12.68,5.4915,7.3092,5.5214,-6.299040802682459,13.7894,2.787,9.1874,14.3119,8.9357,0.6791,17.1444,10.1412,6.9456,2,6.216,2.5459,13.6062,14.3662,-7.8553,2,5.1993,0.8183,-15.7565,12.3638,-3.0534,11.3594,11.872944384977318,4,-2.2766,5.2487,11.8879,0.3205,12.0967,8.4927,10.1459,11.5791,8.9443,-28.6395,10.479,-6.1831
train_2694,0,7.1221,1,14.5933,8.8711,10.013391943468893,-18.6166,6.3946,20.4944,2.4727,6.7516,3.1966,-12.073306388090044,13.9621,6.4187,10.0485,15.1061,9.4245,4.0554,2.333,10.4594,15.7576,2,5.4873,3.4167,7.4097,13.7529,-11.4021,0,5.9355,3.2215,-18.3321,12.802,-4.3592,18.5481,11.313520212924773,3,1.9653,9.3593,10.2199,-5.5083,-17.2688,5.2362,10.8967,11.3298,7.6179,-22.8823,13.5062,-8.8758
train_2695,0,7.762,1,9.9552,4.7234,12.6254,1.403,7.0585,15.3941,2.4195,9.1285,-1.7495,-8.541334997325126,13.9977,6.2954,11.806,13.8536,8.6442,1.82,4.5976,3.1808,7.8734,2,3.6043,4.2735,5.5895,13.8597,-11.8283,4,6.6854,5.3811,-16.4438,8.2916,-1.5214,16.7899,11.674268221388443,3,3.3765,3.2388,11.9563,-5.5529,-19.1799,8.9777,10.7934,11.9957,16.184,-19.7307,10.4581,1.9128
train_2696,0,11.6553,2,11.5777,4.6469,9.016609204094463,-9.2444,4.7005,15.5421,4.6084,8.576,2.5902,-7.2278857097662685,13.9553,11.5837,5.01,14.414,8.1407,3.1091,12.2105,17.7967,1.9326,2,0.7088,3.5325,2.1513,13.3045,-7.4636,3,5.3676,7.1213,-4.3841,12.5285,0.4288,12.3795,10.781512876954373,2,1.2838,4.7546,10.4973,-0.0218,-6.7807,14.2687,12.2201,12.1432,15.8701,-63.3319,9.1047,-19.5605
train_2697,0,12.3001,2,8.0569,9.0861,12.13257057341733,0.0514,4.6641,13.433,-2.9928,5.5557,-1.8662,-3.5029,14.1446,4.4206,5.1564,14.6697,12.0575,-10.8229,12.0816,13.9085,8.5209,4,5.8148,3.544,16.1229,14.2404,2.5327,4,5.3337,3.1972,-10.1903,11.5776,-0.6475,12.2213,11.144027164779965,3,0.4352,9.1582,10.7689,0.9977,3.2204,8.7188,11.2017,11.408,13.8523,9.3385,10.0372,-4.9795
train_2698,0,12.8215,2,9.0083,4.3133,11.844027242551746,-6.9452,4.9862,19.4589,2.5476,6.136,1.0496,2.130724810517595,14.029,9.8657,7.4436,15.2135,7.0678,-14.8424,8.9924,19.2263,12.7892,0,4.6503,2.6267,18.037,13.5849,0.9183,3,6.4023,1.84,3.4066,10.7522,-0.9831,17.1589,11.093852966178158,2,2.2374,5.1156,11.4298,-2.6526,-9.807,10.5728,10.984,11.0015,2.1098,-47.4633,9.2015,-31.1278
train_2699,0,11.1786,3,10.6046,10.3568,10.003579830601833,-10.9623,3.9108,14.9316,3.1711,7.4861,-2.7549,-0.5729213374339044,14.1689,8.3033,5.9623,14.0673,6.9802,-10.8433,9.9936,19.3025,3.1352,1,6.7139,3.733,6.6132,13.4206,1.6339,4,6.9655,4.114,-0.3466,11.5497,1.3538,20.2396,11.217491772172977,1,1.0377,4.5649,11.2509,-2.5071,6.5976,18.8405,10.0667,12.0081,7.3746,-40.1953,10.4365,-9.6892
train_2700,0,12.6882,2,6.925,4.5249,12.285064287107037,1.4035,5.5251,11.991,-4.9508,8.2004,0.9983,-4.301614582508514,14.0454,11.2195,3.6337,14.7588,8.1295,-10.6526,7.3705,12.9825,15.2388,3,0.0289,3.5912,10.6901,13.3856,-12.5945,1,5.29,2.607,-13.533,8.0889,-0.1322,13.6341,10.735806241063708,0,4.3766,6.6948,13.5738,-5.1943,-12.1289,14.9804,12.4834,11.0107,12.8666,-36.2882,15.3216,-26.427
train_2701,0,6.5139,1,12.0808,7.9418,8.118006969144815,-11.918,5.5709,10.8144,2.7953,7.8394,-10.3318,-4.410446379654379,13.9542,6.7463,4.9656,13.7469,11.5166,5.4366,4.5965,5.3285,21.7516,1,4.0762,3.3518,12.9368,13.5774,-4.2607,0,6.5461,6.8673,-0.6532,10.5238,-0.0974,11.0112,12.4863,4,1.3205,5.0368,21.3966,1.0073,-2.319,2.371,11.3642,11.2029,16.7724,-13.7914,12.7124,-21.048
train_2702,0,17.2683,2,12.4437,10.4658,14.151307353738215,-13.9625,5.1758,14.0322,2.767,6.2545,7.0197,-4.466,14.3099,10.4848,10.952,14.2262,9.7641,-12.2754,25.42,20.6654,19.1713,4,3.9444,2.3165,5.2417,13.4978,-8.5046,2,6.8863,0.5722,-7.5393,12.6214,-4.6667,17.5714,11.858448965758011,3,-0.6784,5.688,12.4822,2.737,-0.9404,21.4315,9.5494,11.1879,9.9079,-21.9227,13.2531,-7.3279
train_2703,0,7.5494,2,12.6366,4.2772,8.85432175727125,-6.8656,4.6906,22.0297,-3.1115,8.3962,5.9788,-6.8962964650884775,14.2136,0.3114,6.1922,15.4743,9.3114,-0.5187,11.0582,18.5026,20.3483,0,3.7568,3.4491,7.3459,13.8719,-5.4656,3,5.6844,6.2036,-16.4705,11.4211,5.6418,14.2088,11.8595861127157,1,1.1789,3.4789,10.4795,-2.2073,-7.884,16.9119,10.6784,11.6196,11.7072,-30.3871,6.168,-0.7388
train_2704,0,9.1784,4,13.1863,9.3708,14.952682492505026,-11.4494,4.9942,19.0334,0.9463,7.6384,2.776,7.823773367006488,13.9838,3.1618,12.1158,14.8097,10.7348,0.3953,-1.2691,14.3611,4.2016,1,3.9461,3.1171,13.8017,13.1074,-5.7911,2,5.5211,2.6666,-19.3013,12.085,-2.6345,18.8455,11.300839225339953,2,-2.3576,3.8695,10.8712,2.0595,-6.4478,7.866,11.1596,11.5305,-2.1579,-12.216,11.2413,-19.251
train_2705,0,12.3456,1,12.7865,10.1549,8.577953044435606,-9.616,5.8589,12.9798,0.9974,8.5351,-3.4959,-4.481947775638972,14.2447,13.9863,7.6432,14.2186,13.5692,-3.9949,6.6464,16.9879,19.3605,1,-3.5063,3.0912,15.0744,13.8677,-2.576,4,5.2613,5.6147,-10.7186,8.3004,-1.2077,14.3262,11.959937014854994,4,1.9878,7.6777,12.4645,8.426,-26.6772,13.5982,12.3001,12.0936,8.7336,-10.5054,9.6822,-14.428
train_2706,0,13.96,2,11.3634,6.4686,12.463022234560466,-17.8819,4.8689,19.4065,-4.6,9.1649,-12.7907,-5.526008273335845,14.2576,14.6556,10.2149,13.7714,7.4849,-12.4578,21.4168,-0.5657,6.1479,4,5.7033,3.5705,6.4241,13.4301,-0.1726,4,6.3804,3.6894,6.1221,9.0924,-1.0689,18.8082,10.699,3,-1.0346,3.3277,11.2712,-3.2986,-16.9358,11.7823,11.346,11.6838,8.3459,-37.4281,9.6223,-32.8509
train_2707,0,13.9865,0,12.4612,4.1691,11.880542005142917,-12.1361,3.664,14.5603,1.9646,6.659,-1.4395,6.9199795961143415,13.889,7.054,7.9109,15.2121,10.0724,2.5528,20.6754,23.6992,19.7952,4,1.4427,3.4323,13.3711,13.9905,-14.0648,3,5.5476,6.3229,-13.614,7.0776,2.032,18.2805,11.419116888791672,4,7.9776,4.9176,5.8406,7.7398,-10.405,18.5318,9.8123,11.9423,19.0181,-32.7594,6.472,-2.1271
train_2708,0,13.6139,2,10.5567,6.8242,11.384642524046713,-11.2582,3.9237,14.9319,2.6043,7.709,3.3498,-9.132060804631768,13.8863,4.535,5.5328,14.6687,9.3131,-14.4021,5.8906,-0.5585,7.8043,2,6.1568,2.572,7.453,13.7977,-18.4842,2,5.4793,7.3937,-0.9132,11.6275,2.1852,23.2416,11.030490766129828,1,6.0903,5.9222,14.1339,4.8436,-12.659,13.5883,11.6236,11.8166,8.2139,1.8092,11.9903,5.25
train_2709,0,10.3866,2,8.1475,8.2883,10.511140078033716,4.4131,3.6626,12.7458,3.275,6.7988,5.827,-8.349883213192081,14.057,14.2339,9.1631,14.0477,11.3801,-3.6881,6.2134,10.687,14.0406,1,3.9257,3.2396,8.8169,13.8129,-12.528,4,5.1025,5.3329,-11.6069,12.8105,3.3798,19.3378,11.078658984417787,2,5.5777,6.7289,16.228,-0.2877,-1.7823,13.9212,11.1156,11.5485,8.402,-37.2652,11.6583,-17.4125
train_2710,0,10.4696,2,7.9787,7.2669,8.18651356383141,-10.7491,3.8385,15.0625,3.5153,5.7597,3.501,8.99900598334746,13.9843,13.9176,8.5712,14.0937,6.8541,-0.5555,19.117,1.3424,7.8942,1,4.1551,3.5321,18.0257,13.6891,-7.9188,4,6.0422,3.1801,4.0286,8.2541,1.8224,9.2139,11.40422703240466,3,-0.1135,5.7488,5.2325,1.0447,4.6564,7.194,11.1347,11.4681,17.052,-47.6847,10.3632,-12.2293
train_2711,0,10.6648,2,8.261,2.3503,8.383003205540104,2.5438,4.9106,16.9421,-2.834,8.2296,-6.5841,-9.36712656388725,14.075,13.9772,8.5747,15.269,11.3582,2.3149,24.4598,16.719,21.423,1,9.4657,3.1882,7.8108,13.7925,-3.07,0,5.6439,4.9552,-4.1792,12.4507,-4.0682,9.8449,11.2801910575555,2,6.8105,4.7324,11.7256,-0.7295,-8.2886,7.6984,10.6015,11.7734,14.551,34.4048,10.3258,3.9951
train_2712,0,9.1133,3,11.672,7.4779,13.923271172874061,-13.4619,4.7317,23.9721,3.78,8.8945,0.9522,-0.5661840626786643,14.093,12.5872,7.0476,14.4523,14.618,-13.3078,12.8095,-6.0,9.1414,3,1.7401,2.6704,13.8201,13.5935,0.9181,4,6.1242,5.0155,-9.0333,10.0547,-4.0282,16.5881,12.114014763054467,2,8.0917,3.5894,11.3936,-2.6231,-3.5077,7.1206,11.4276,11.517,6.2991,-44.2681,10.3522,-5.8998
train_2713,0,10.1846,2,6.9987,8.3227,10.204729459527885,7.4062,4.5518,16.0733,0.16,7.4245,-6.5002,-5.402963980951115,14.1197,13.3238,7.2215,14.9184,1.6375,4.1902,23.8812,4.7342,17.6493,3,5.339,3.1019,9.2695,13.3697,-9.16,4,4.854,7.037,9.2976,10.1431,-2.7777,11.6181,11.349583733233128,2,3.6061,11.2003,8.5566,3.7515,-8.4141,13.3873,11.553,11.6905,13.2565,35.6475,13.2793,-12.0965
train_2714,1,9.7742,2,10.6638,5.5212,10.3533890252237,-15.5254,6.7243,14.6188,0.3913,5.9992,10.1856,0.7218882168974128,13.9736,-0.5622,5.9189,15.5543,9.5557,-1.2333,18.4609,25.9119,13.023,1,2.8974,3.4639,15.9813,13.8419,-6.4516,0,5.1084,4.9961,-10.4813,9.3572,-1.3718,12.0089,11.903798027600237,4,0.0102,6.326,10.8453,0.3606,11.48,6.2426,12.0532,11.5135,9.3729,29.6214,12.8263,-1.2328
train_2715,0,13.0624,1,6.9678,4.8805,13.5403,5.4981,5.9955,20.1345,-0.9996,5.9892,0.7696,-2.0780951781640886,14.0248,8.0196,11.9981,14.4479,8.6625,0.1826,8.6982,18.648,13.451,2,2.1178,2.8696,9.9201,13.4765,-3.3354,4,5.7553,6.415,-19.8737,11.2465,1.277,11.3659,11.958789264946558,2,2.076,1.5286,8.3406,-2.3217,3.1925,5.4817,11.557,11.1721,9.7941,-0.4918,12.1795,-8.0409
train_2716,1,9.873,1,6.2267,6.2411,14.602451595256946,-17.0699,7.094,12.7055,-1.7101,7.2498,1.8313,-6.517971991385739,13.8014,0.0304,10.8324,14.1988,10.6627,-3.0507,16.8999,19.8413,19.9832,1,6.0445,1.9714,16.6461,14.0841,-19.5233,0,5.8204,5.3996,-5.859,8.5797,-2.3118,11.1711,11.147073854359043,3,1.5536,9.8661,9.2098,-3.6599,-1.5388,-1.0266,12.6402,12.0242,13.9786,-9.4446,12.9249,-30.24
train_2717,0,12.3898,4,7.5873,8.1062,10.744499857490466,6.7716,6.6039,12.8627,-5.0225,9.7851,-4.1824,4.970922555455367,13.8366,1.1527,8.9135,13.7539,7.1257,-15.9012,28.309,19.5196,19.5032,4,2.6684,3.0112,10.2393,14.2118,-0.0039,1,4.6183,5.995,-26.9969,7.4411,2.3191,9.5634,11.733174362862757,4,0.7545,7.4492,6.5408,-2.5985,-10.0856,8.5628,9.9313,11.7701,15.0774,-15.4988,9.7331,-6.2459
train_2718,1,13.5092,1,8.3274,5.9218,11.786067126249144,-5.7197,6.2627,24.2114,0.2723,7.9279,-4.1635,-8.4832,13.9399,5.392,5.6379,14.6295,11.1789,-0.8833,27.2408,22.8083,26.2194,3,5.0898,2.971,7.3811,13.5134,-7.1103,2,5.5223,6.7408,5.6575,12.7591,-4.0178,16.7121,10.914,3,1.1635,3.0323,10.6016,5.5369,-16.4709,3.9032,11.1481,11.7499,-3.7343,-11.3197,10.3118,0.8252
train_2719,0,12.3191,2,16.4983,7.5276,12.543149510257221,-14.0261,5.7537,11.753,-3.0599,7.6484,-0.7684,-10.466912066701312,14.1249,15.9541,8.8484,14.6391,9.2428,-1.8067,8.7612,5.1243,9.6595,1,4.1467,2.1548,4.0063,14.3549,10.5068,4,6.753,3.0848,-4.1932,12.2035,-0.3104,11.832,11.657703199509566,1,-5.6081,6.9785,14.1313,1.3188,-9.5641,12.6256,12.0765,11.3373,0.5439,-12.9338,14.7038,-5.5633
train_2720,0,15.4644,3,10.9953,2.3829,12.562595776423594,-8.2221,5.89,20.7027,-2.1233,8.1211,0.5521,-0.6138515367660573,14.1585,12.8727,9.1696,14.9423,9.3908,-3.2332,10.7385,2.7007,20.3624,0,-0.9888,2.8683,10.7035,13.3837,-8.2642,1,5.4819,3.3743,-4.1153,13.7766,2.6801,16.6841,10.224569120440327,2,1.2853,6.4616,0.5469,2.1967,0.9501,16.6265,11.9213,11.606,7.9184,-8.3815,9.97,-16.2474
train_2721,0,9.753,1,8.6954,8.7713,11.770378087121163,-5.4739,4.9239,18.3907,-1.5813,8.3105,-0.6131,-12.672494358445578,14.1187,4.4355,11.141,14.0444,9.2351,-7.9798,20.5877,7.4338,22.4514,0,0.2436,3.0631,16.4459,13.9345,-4.9536,4,6.1743,3.8749,-6.6266,9.1868,-5.4434,23.3245,11.3153,0,0.9888,7.5496,7.8899,4.7054,2.4041,10.7264,11.1807,11.6622,16.6011,-35.3869,10.2859,-0.8529
train_2722,0,12.7917,0,13.1664,2.7024,10.051577399848341,-3.0892,6.0869,15.2933,3.644,8.1954,-1.7354,-6.232385476769133,14.0949,0.6041,7.8286,14.7409,6.3932,7.7489,9.8384,19.6731,13.306,1,1.9526,3.1585,15.5655,13.7507,-14.4635,1,4.6421,3.6892,-16.0838,6.7295,-0.1701,9.5324,11.892876401340686,4,4.7479,8.3285,5.7063,3.9228,-11.1257,4.7419,12.134,11.0437,10.2123,-26.3072,12.1502,-6.2112
train_2723,0,11.5819,3,8.4705,6.472,8.813903518671625,-19.7113,5.5547,16.6608,-1.3499,8.6777,-7.1692,-1.2948403504017205,14.2653,2.7533,10.6043,14.8323,5.5913,-11.9893,20.4991,4.9608,8.4773,4,2.4103,3.4745,15.5858,13.7525,3.5746,1,5.8485,8.2857,-21.9631,8.4201,-3.3246,10.6227,11.949894302133401,0,-0.8076,8.6,18.4548,6.1944,-4.7509,5.8036,12.4634,11.3944,8.7259,-25.0256,11.2613,-22.2896
train_2724,0,7.362,1,12.7033,2.3873,12.127051318444675,-3.9586,5.087,14.697,1.1712,8.0016,2.7766,-5.344095283512651,14.1106,5.7776,4.0119,14.95,8.7924,-17.2068,7.9637,10.9225,11.6423,4,8.3174,2.6,13.9344,14.0835,-8.4327,4,5.337,3.2048,3.727,7.4862,-1.5464,15.22,10.784043574135778,3,2.6743,6.5878,13.1326,2.8971,-10.7308,2.2568,11.6488,12.0162,16.5375,1.7694,8.3209,-19.665
train_2725,0,16.3951,4,6.4069,6.4944,7.2804569401056405,-10.3616,5.1417,13.0721,1.638,7.1921,6.0521,9.395075837344397,13.9038,10.3996,9.528,15.1303,10.9851,5.6902,2.3729,4.2673,12.343,1,-0.1568,3.8203,7.0953,13.3582,-3.583,3,6.7491,5.1067,-19.9312,8.1845,-6.374,7.0588,10.48459652539222,3,0.165,6.6429,6.2164,-0.5431,-0.1125,6.2761,10.3281,11.8975,9.6283,-9.654,4.9418,6.0612
train_2726,1,7.0337,0,12.1313,7.5652,11.800614550165319,3.819,5.3102,16.6743,4.5182,6.8601,-4.5736,-10.539864090729179,14.1342,2.0058,8.0266,14.6346,7.134,-8.7379,17.0499,2.0204,22.3493,3,0.726,3.0375,7.6945,14.2734,-8.7771,0,4.832,8.2367,-16.349,13.0924,-2.6434,4.8781,11.327154356689846,3,1.562,9.4564,12.9353,-0.665,-14.2894,-0.3639,11.2998,10.8339,9.5555,-28.5964,11.0299,-13.1176
train_2727,1,7.0682,3,12.4332,9.724,9.057283243597844,-8.4,4.5198,11.2857,4.609,7.8333,0.05,4.106016013414365,13.8995,1.614,6.0592,13.9225,7.764,-1.7202,6.7799,9.2722,4.7791,4,4.6735,3.3863,9.0728,13.6891,-0.4104,3,5.0541,7.9745,1.3068,5.4615,-1.7031,12.5557,11.201718265231513,0,4.0113,6.1708,10.2988,3.8543,5.1961,12.2059,12.0649,11.2259,5.5549,-1.6307,5.4535,-33.3351
train_2728,0,8.0936,0,15.2203,4.0891,10.31646599642927,11.6698,5.6853,13.817,-0.2652,9.1955,2.9196,-5.078343483647613,13.9347,9.2003,8.9473,15.1161,13.5077,-11.8624,21.378,-0.7915,15.9547,1,3.6309,2.7614,11.1225,13.4267,2.4602,3,4.8582,7.1051,-7.9756,7.4008,1.3006,10.0277,11.393106068872777,2,-0.6762,4.7581,17.7826,3.8938,-4.9722,16.9648,11.5305,11.4695,16.9781,4.5077,8.7107,2.1687
train_2729,0,13.4829,1,8.8573,9.0543,11.5035,-18.6207,5.6302,20.0854,1.6109,6.7838,3.1857,-13.982422867693607,14.1529,10.4198,10.1623,15.0193,10.0376,-5.1338,19.9169,23.4554,18.2408,4,5.0176,2.5717,14.4445,13.4691,-3.5446,4,4.4884,8.1773,-4.4926,7.695,-3.1603,16.341,11.39777953166863,4,0.7632,7.6429,17.6215,4.3425,-4.8509,9.1768,10.6171,11.6572,11.1503,-3.7953,7.8736,-5.8216
train_2730,0,15.224,0,14.1336,8.2433,12.347667862822968,-9.9751,4.0064,18.8812,4.2581,6.7604,-7.4097,-4.515141321383945,13.9225,14.9626,6.5866,14.1481,12.4104,-20.7113,16.2801,18.1024,20.3071,2,7.1064,2.6673,7.806,13.5713,1.2982,0,5.2605,8.4295,-14.251,11.6568,-0.4971,21.0957,9.808844498715906,2,1.4303,8.4506,17.5896,4.0825,-28.6488,5.1046,11.53,11.3129,10.7324,-36.3949,9.9021,-10.7402
train_2731,0,13.5737,3,14.9488,8.6222,8.643941125944531,5.8749,6.2075,12.8571,-0.4345,7.5437,-2.2491,1.7091745337031066,14.131,7.4214,10.5309,14.2366,7.37,3.1196,3.601,15.9294,10.4674,2,5.6776,2.718,12.9803,13.4578,1.2306,2,4.74,0.9253,-15.8402,13.5172,-1.7691,10.512,11.443408909439611,2,1.0311,6.8662,9.7232,-4.6761,-12.3717,9.5873,11.6543,11.6793,5.6274,-21.2561,9.3122,-11.7884
train_2732,0,9.1844,3,9.6334,5.7709,10.244803296237254,-1.6378,4.464,17.7009,1.7206,6.9225,5.1152,-11.13918840479539,13.9149,12.9447,6.5858,14.3581,9.8713,-11.6811,8.2342,-2.7557,17.2263,1,0.6568,3.0974,14.8222,13.2845,-7.111,2,4.6398,5.7919,-7.5483,11.1551,-0.2222,16.2562,11.547129366205002,2,6.9267,6.5152,2.5712,-8.7993,-5.3993,6.9655,10.3588,11.3723,7.991,3.1884,13.02,-20.4581
train_2733,0,11.5383,2,12.9051,4.593,9.228665792866174,-2.5375,5.4251,16.2012,-2.7324,6.1717,0.8258,3.2787246846685614,13.9608,11.1853,6.9045,14.0542,10.316,-11.2904,18.3327,10.8611,11.2074,2,1.1566,2.6471,6.8706,13.4795,-3.2872,0,5.5065,-0.0668,-5.2921,8.4774,-4.0651,17.7333,11.553647319988999,2,3.0922,5.372,10.7509,3.2752,5.3418,-3.2829,10.478,10.7977,9.7427,10.2432,14.8746,-22.4062
train_2734,0,11.873,0,10.149,8.0354,11.44265786045976,-12.7604,4.4363,14.1138,2.9759,6.5219,-3.3829,-2.09872718250029,13.8909,16.0256,3.8154,15.0841,13.2843,-7.5923,5.4522,14.6823,13.9558,2,6.4906,2.6763,12.2311,13.619,-7.4749,2,5.0376,0.3889,-5.3027,13.8128,-2.6349,9.8063,10.556296189432656,0,7.1496,5.9354,7.941,-4.4666,4.1217,12.309,11.2683,12.0365,7.4791,-1.0951,11.8729,-14.7361
train_2735,0,12.9677,4,7.8684,5.7257,11.056011975768227,-3.1464,4.6839,16.6999,0.5598,8.1848,-0.6201,-8.686397506930161,14.3035,15.4785,5.8919,14.3596,5.6807,-0.051,16.2916,11.2373,15.0577,0,3.276,3.476,11.7663,13.4975,-8.291,1,6.2984,3.8091,7.2373,6.2518,-2.5569,10.9712,11.7977,4,6.2876,4.0571,12.3851,-1.6745,-3.9189,1.1632,12.1302,12.0654,12.3959,32.8283,12.3183,-5.7978
train_2736,0,9.0613,4,10.1605,8.2249,12.9084,-10.9342,4.3823,13.1016,0.7295,8.8987,5.976,3.3365891344606755,13.9885,13.4858,10.2105,14.0437,12.7806,4.474,25.861,1.9518,7.9857,1,6.0532,3.3606,12.2371,13.9404,0.8212,3,5.1116,3.3659,-14.9589,4.6548,2.4752,22.1222,11.232197085945389,0,6.6773,9.3032,6.9008,5.2796,4.6218,6.282,10.5408,10.9734,0.1153,-5.5769,11.7252,3.5897
train_2737,0,7.808,3,7.1918,8.8365,12.352142701637625,-1.7661,5.7791,22.3105,-0.3346,9.5355,-3.4638,-13.106607279938267,13.9951,7.4128,5.8665,14.501,7.4257,-5.979,14.5495,6.0411,5.4178,1,3.201,3.8175,5.4148,14.0303,3.8092,2,6.3902,3.4775,-2.5883,8.5765,-0.1785,12.1309,11.666925896849209,0,6.4673,8.7713,9.2976,4.1233,-21.2562,9.4197,11.0483,11.6209,11.3959,-22.5477,10.6033,-13.7535
train_2738,0,8.8462,1,6.7754,6.1446,11.33220196425181,5.7037,6.1023,12.6505,-1.8116,8.7208,-5.9607,-7.363500885994547,14.3247,9.0516,9.899,14.2205,6.4038,-3.6494,9.612,6.1514,13.9197,2,9.4586,3.8501,7.2938,13.5568,-8.1578,4,7.0502,8.582,-25.5694,10.0959,2.7742,18.6513,10.9483153144168,0,0.9724,6.2417,8.5626,1.7126,-9.7769,20.7113,10.851,11.7975,11.2588,-5.8046,14.9785,-3.8815
train_2739,0,11.8194,1,8.4168,1.4254,10.21559355544224,9.2209,6.1526,15.4168,-2.162,7.7791,7.5234,-11.742790712084554,13.9865,8.4399,3.7317,14.774,9.7671,-8.1354,14.4106,7.4865,18.4853,2,8.3323,3.9686,6.5867,13.8448,-5.2904,0,5.3018,7.1494,1.9433,8.2166,-1.1558,12.1527,12.206621194652659,3,4.2246,4.1406,8.1333,1.0466,-12.3716,13.0957,11.3029,11.1134,-5.2129,-14.0004,12.3935,-3.7474
train_2740,0,6.8762,4,10.9483,6.9768,12.060340181786236,3.4516,5.1667,14.9293,4.2361,8.1063,4.1133,-2.6593333899150156,14.2301,10.8259,7.4603,15.0828,8.0655,-8.5101,8.3827,13.6348,12.4917,2,5.0299,2.1729,5.4158,13.3863,9.2316,0,5.8098,9.996,-7.1697,10.884,1.3286,17.8725,10.896800487939567,0,6.1878,7.0331,7.192,-3.8755,-7.7159,2.4878,11.3948,12.2136,11.4387,-29.8124,10.9332,-9.4148
train_2741,0,12.7283,2,11.0597,7.3647,10.094804658383762,10.9766,6.8232,16.2002,-1.7015,9.1189,3.7926,-2.86980821994397,14.1036,8.1197,6.9015,14.2157,10.9167,-5.9699,12.4738,0.362,18.9133,2,4.3518,2.9592,12.2966,13.2607,-0.9084,2,5.578,7.1714,-11.945,12.4598,-5.5163,19.1014,11.270811105534872,1,5.9276,3.5502,10.0863,2.2977,-10.3449,21.3168,11.6471,11.6348,15.9897,-40.8298,6.1078,-18.5862
train_2742,0,5.0594,2,10.0262,8.0756,13.578065475274117,0.5467,5.9011,16.8858,5.4065,8.5642,3.4035,-2.9847727966764737,14.0382,13.2899,10.4799,14.751,7.5692,-11.4973,28.1865,6.8033,21.007,2,1.4457,3.6318,6.2067,13.3966,-7.7735,3,5.1371,4.4015,1.7834,6.8,-3.0314,8.9395,11.2545,0,-0.2632,4.8936,14.718,-3.2709,-15.8974,5.7302,12.0677,11.4298,4.5685,-15.3817,7.8353,-19.1003
